alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,extra_pts,task_id,iter
2.3048709649196435,2.230724354314567,1.873073711189072,1.9169522612376304,1.9,1,10,2
3.887278986031195,2.2708746677298177,1.8862540182594747,1.9324424873940556,1.9,1,10,3
3.1856105084963184,2.268502052615683,2.3045064192851448,2.4209648855460557,1.9,1,10,4
1.1018687767819009,2.1673136175841785,1.8752899824314424,1.92183553874068,1.9,1,10,5
0.958360793821522,2.415427173271671,2.1143233147670246,2.1013057190375637,2.1,1,11,1
3.3940982898624608,2.3532422467888865,2.1264790847355575,2.0920777176403407,2.1,1,11,2
1.6359882150687606,2.318575223359596,2.098509057337683,2.118111313737178,2.1,1,11,3
2.378418101663029,2.2300564634141704,2.081795153565168,2.11911792256714,2.1,1,11,4
1.5320932189830443,2.097567153995267,2.074980530432396,2.1607667831901254,2.1,1,11,5
2.8595994803092153,2.3175508045630537,2.2800947020256155,2.265830626413103,2.3000000000000003,1,12,1
0.7668063191850973,2.4533347938511683,3.78471171067148,2.698251734002661,2.3000000000000003,1,12,2
13.046248090232169,1.3692642115930498,3.621754499044123,10.701599943964784,2.3000000000000003,1,12,3
6.616033262460761,2.1614108016149616,2.404935497928258,9.0567774384547,2.3000000000000003,1,12,4
0.8129700748449996,2.319636659282458,3.5154129715638707,2.5262170635648844,2.3000000000000003,1,12,5
15.656599352708684,1.1099432982738036,1.058791475564104,11.722836381716665,2.5000000000000004,1,13,1
3.497747945153876,2.3249550650113227,2.5139173897067675,2.5294834582105548,2.5000000000000004,1,13,2
20.971559056782084,0.6660982970083275,1.130134287792443,13.898734895459278,2.5000000000000004,1,13,3
10.46032764257431,1.6173928666527555,3.671078505039249,11.537744176503857,2.5000000000000004,1,13,4
14.326501568060852,1.1616708950510686,3.4629039155899703,10.41201455836384,2.5000000000000004,1,13,5
14.003949818564127,1.30260694984362,1.2179707478794617,13.11503607177417,2.7,1,14,1
15.644248042584136,1.0117187349129588,7.003943555606406,9.477015632169698,2.7,1,14,2
16.70462173754174,0.7840145753247386,1.186286911092017,9.565544123921834,2.7,1,14,3
0.7884367987413041,2.359734063278135,4.232080890876586,2.649117714242276,2.7,1,14,4
12.88861277739744,1.3993342946675646,3.655106177919316,11.701099373094085,2.7,1,14,5
